iris,FT_Transformer,0.980,0.980,0.980,0.000,0.000,nan
iris,PseudoLabel,0.988,0.987,0.987,0.001,0.002,-0.414
iris,PiModel,0.981,0.987,0.973,0.009,0.010,-0.029
iris,ICT,0.987,0.987,0.987,0.000,0.000,nan
iris,UDA,0.986,0.987,0.983,0.002,0.002,-0.414
iris,FixMatch,0.977,0.983,0.967,0.011,0.012,-0.380
iris,FlexMatch,0.978,0.980,0.967,0.016,0.017,0.109
iris,SoftMatch,0.981,0.987,0.967,0.009,0.012,-0.441
wine,FT_Transformer,0.875,0.875,0.875,0.000,0.000,nan
wine,PseudoLabel,0.931,0.931,0.925,0.005,0.006,-0.575
wine,PiModel,0.961,0.973,0.936,0.017,0.018,-0.641
wine,ICT,0.957,0.957,0.957,0.000,0.000,nan
wine,UDA,0.940,0.952,0.904,0.027,0.032,-0.138
wine,FixMatch,0.958,0.971,0.928,0.027,0.031,-0.362
wine,FlexMatch,0.948,0.955,0.915,0.027,0.029,-0.326
wine,SoftMatch,0.960,0.976,0.944,0.015,0.019,-0.134
letter,FT_Transformer,0.660,0.660,0.660,0.000,0.000,nan
letter,PseudoLabel,0.658,0.667,0.652,0.003,0.002,-0.977
letter,PiModel,0.683,0.698,0.673,0.005,0.003,-0.961
letter,ICT,0.677,0.677,0.677,0.000,0.000,nan
letter,UDA,0.693,0.693,0.693,0.000,0.000,nan
letter,FixMatch,0.644,0.739,0.588,0.032,0.022,-0.947
letter,FlexMatch,0.649,0.687,0.618,0.014,0.010,-0.973
letter,SoftMatch,0.584,0.654,0.564,0.020,0.032,-0.664
covertype,FT_Transformer,0.597,0.597,0.597,0.000,0.000,nan
covertype,PseudoLabel,0.598,0.598,0.594,0.004,0.005,-0.424
covertype,PiModel,0.588,0.594,0.580,0.007,0.009,-0.055
covertype,ICT,0.615,0.615,0.615,0.000,0.000,nan
covertype,UDA,0.594,0.595,0.591,0.003,0.003,0.089
covertype,FixMatch,0.596,0.603,0.584,0.011,0.014,0.503
covertype,FlexMatch,0.594,0.588,0.568,0.014,0.018,0.676
covertype,SoftMatch,0.599,0.597,0.586,0.010,0.012,0.552
