iris,XGBoost,0.920,0.920,0.920,0.000,0.000,nan
iris,TSVM,0.887,0.937,0.850,0.023,0.021,-0.929
iris,SSGMM,0.756,0.920,0.677,0.049,0.054,-0.906
iris,LabelPropagation,0.797,0.820,0.780,0.011,0.011,-0.705
iris,LabelSpreading,0.832,0.843,0.817,0.007,0.008,-0.912
iris,Tri_Training,0.861,0.893,0.843,0.020,0.025,-0.638
iris,Assemble,0.917,0.907,0.907,0.015,0.018,-0.266
wine,XGBoost,0.846,0.846,0.846,0.000,0.000,nan
wine,TSVM,0.890,0.938,0.832,0.039,0.038,-0.865
wine,SSGMM,0.500,0.722,0.359,0.096,0.110,-0.606
wine,LabelPropagation,0.800,0.930,0.703,0.075,0.087,-0.487
wine,LabelSpreading,0.887,0.924,0.822,0.022,0.015,-0.958
wine,Tri_Training,0.924,0.962,0.895,0.018,0.018,-0.912
wine,Assemble,0.897,0.938,0.841,0.021,0.012,-0.977
letter,XGBoost,0.694,0.694,0.694,0.000,0.000,nan
letter,TSVM,0.683,0.721,0.635,0.017,0.005,-0.991
letter,SSGMM,0.412,0.503,0.309,0.039,0.008,-0.996
letter,LabelPropagation,0.589,0.642,0.542,0.020,0.012,-0.978
letter,LabelSpreading,0.668,0.695,0.598,0.019,0.022,-0.857
letter,Tri_Training,0.696,0.716,0.664,0.010,0.008,-0.945
letter,Assemble,0.675,0.675,0.671,0.004,0.005,0.341
